Dialog_ID,Type,Actor,Text,Label
hit:2599_conv:5198,situation,none,"How can I work so hard and not get a raise, while others are getting",jealous
hit:2599_conv:5198,utterance,speaker,How can I work so hard and not get a raise meanwhile others colleagues are. I am so jealous what do I do?,jealous
hit:2599_conv:5198,utterance,listener,"I'm sorry you feel that way. If you feel that you do good, honest work, you should demand better pay!",sympathizing
hit:2599_conv:5198,utterance,speaker,My boss is just being mean because I have better qualifications than him. He often tells me it's not the qualification that counts but experience :(,annoyed
hit:2599_conv:5198,utterance,listener,"If it's a personal matter, I would definitely take the issue over to human resources. It's better to stand up for yourself.",agreeing
hit:2599_conv:5198,utterance,speaker,"Ok, thanks for your advise, I will definitely do that",agreeing
hit:7810_conv:15620,situation,none,Why does everyone else have nicer cloths than me.,jealous
hit:7810_conv:15620,utterance,speaker,Why does everyone else have nicer cloths than me?,jealous
hit:7810_conv:15620,utterance,listener,Maybe they just have better taste?,suggesting
hit:7810_conv:15620,utterance,speaker,I think they just have more money!,jealous
hit:7810_conv:15620,utterance,listener,"You can get good looks for cheap! Look at second hand clothes, I've bought lots of designer stuff used.",jealous
hit:8034_conv:16069,situation,none,I just went over to some mutual friends house for their sons birthday party.  This house was probably three quarters of a millio dollars.,jealous
hit:8034_conv:16069,utterance,speaker,I was just over at some friends multi million dollar house for their sons birthday party...,jealous
hit:8034_conv:16069,utterance,listener,Nice! Did you steal anything while you were there?,questioning
hit:8034_conv:16069,utterance,speaker,Gosh I ate as much of the food as possible.   You're right though I should have helped myself to the ol five fingered discount.,guilty
hit:8034_conv:16069,utterance,listener,"Well, at least you filled your stomach. Next time, don't forget about your pockets!",acknowledging
hit:7523_conv:15046,situation,none,I hate that everyone in my family has a nicer car than I do. I have had it for so many years.,jealous
hit:7523_conv:15046,utterance,speaker,Everyone in my family has a nicer car than I do,jealous
hit:7523_conv:15046,utterance,listener,"wow, thats crazy, did they all pay for them all themselfes.",acknowledging
hit:7523_conv:15046,utterance,speaker,How should I know? I just know my car is crap,angry
hit:7523_conv:15046,utterance,listener,"thats no fun, why not buy a new one?",questioning
hit:7523_conv:15046,utterance,speaker,Do you know a place with free ones?,questioning
hit:10157_conv:20314,situation,none,My neighbours just bought a new car and put in a pool. I feel like I just can't get ahead- I can barely pay the bills.,jealous
hit:10157_conv:20314,utterance,speaker,My neighbours just bought a new car and put in a pool. I feel like I just can't get ahead- I can barely pay the bills.,jealous
hit:10157_conv:20314,utterance,listener,"Ok,thats lovely",acknowledging
hit:10157_conv:20314,utterance,speaker,"For them it is, I guess.",neutral
hit:10157_conv:20314,utterance,listener,Its shows a lot of care,caring
hit:10157_conv:20314,utterance,speaker,"Well, I guess I'm envious. They are better off than me I guess.",jealous
hit:10660_conv:21321,situation,none,"When my old roommate got herself a boyfriend, I didn't realize how I really felt about her until she started spending more time with him.",jealous
hit:10660_conv:21321,utterance,speaker,"My old roommate got a boyfriend, and obviously, she started spending a lot more time with him than at our apartment.",jealous
hit:10660_conv:21321,utterance,listener,"That happened my freshman year with my best friend. It really sucks at first, but eventually you get used to it.",joyful
hit:10660_conv:21321,utterance,speaker,"I eventually did, but I didn't realize how I really felt about her instead she was never around.",neutral
hit:10660_conv:21321,utterance,listener,"I'm still friends with my old roommate, but I found other people to spend my time with.",lonely
hit:6868_conv:13737,situation,none,my grandma gave me and my cousin a scratch off lottery ticket.  I didnt win.  My cousin won $100,jealous
hit:6868_conv:13737,utterance,speaker,Sometimes things really arent fair.  I wanted to steal from my cousin,guilty
hit:6868_conv:13737,utterance,listener,Why did you want to do that?,questioning
hit:6868_conv:13737,utterance,speaker,My grandma gave my cousin and I a scratch off lottery ticket.  He won $100 and I didnt win anything.  I was really upset,jealous
hit:6868_conv:13737,utterance,listener,That makes a lot of sense. Sometime that's just how it goes though.,neutral
hit:11406_conv:22813,situation,none,I wanted to get a new pool. My parents got a new pool and im so envious.,jealous
hit:11406_conv:22813,utterance,speaker,"I wanted to get a new pool. My parents got a new pool and im so envious."".",jealous
hit:11406_conv:22813,utterance,listener,Pools are so much fun. You can even throw parties just because you have them!,joyful
hit:11406_conv:22813,utterance,speaker,Yes I love to relax and have fun with friends.,content
hit:11406_conv:22813,utterance,listener,Same. Sometimes they can be expensive as far as chemicals and maintenance.,agreeing
hit:640_conv:1280,situation,none,Some greedy pliticians are doing it again,jealous
hit:640_conv:1280,utterance,speaker,They cannot leave power because of greed,jealous
hit:640_conv:1280,utterance,listener,Greed consumes all. By the way who are you implying about?,questioning
hit:640_conv:1280,utterance,speaker,Some politicians around the globe,jealous
hit:640_conv:1280,utterance,listener,Totally agree. They say one thing and do another just to keep in power.,agreeing
hit:944_conv:1888,situation,none,My friend just got a job paying 20k more than me. I've got more experience.,jealous
hit:944_conv:1888,utterance,speaker,My friend just got a job paying 20k more than me. I've got more experience,jealous
hit:944_conv:1888,utterance,listener,"That sucks.  If it makes you feel even slightly better,  the dumbest, most imcompent coworker I have makes more than me... because you know.. nepotism.",jealous
hit:944_conv:1888,utterance,speaker,Oh I'm glad someone understands.,sympathizing
hit:944_conv:1888,utterance,listener,"Yeah, its infuriating.",agreeing
hit:4959_conv:9918,situation,none,"Last week, I saw my friend with a pretty girl. I felt envious of him.",jealous
hit:4959_conv:9918,utterance,speaker,"Last week, I saw my best with a very pretty girl.",jealous
hit:4959_conv:9918,utterance,listener,That is nice to hear. I hope they really like each other.,encouraging
hit:4959_conv:9918,utterance,speaker,"No! But, I felt envious of him.",jealous
hit:4959_conv:9918,utterance,listener,Yeah well you will find someone one day. Just be patient!,neutral
hit:4456_conv:8912,situation,none,"MY friend just got approved for a house loan. I am happy for her, but I want a house too!",jealous
hit:4456_conv:8912,utterance,speaker,MY friend was just approved for a house loan with her bank,proud
hit:4456_conv:8912,utterance,listener,thats awesome.. Tell her that i said congrats!,acknowledging
hit:4456_conv:8912,utterance,speaker,I want a home loan too,apprehensive
hit:4456_conv:8912,utterance,listener,"apply for one, i am sure you will get one :)",agreeing
hit:4456_conv:8912,utterance,speaker,I didnt I am sad,disappointed
hit:10506_conv:21013,situation,none,I just found out my parents are paying my sister's mortgage. They are pretty hefty payments and they can't really help me out whenever I'm in need. I've learned to be self sufficient.,jealous
hit:10506_conv:21013,utterance,speaker,I hate to bring this up because of how it makes me look. I just found out my parents have been paying my sister's mortgage. Great for her but I get nothing in my times of need.,jealous
hit:10506_conv:21013,utterance,listener,"I get where you're coming from, my mom supports both of my sisters. It can make you feel less important. hopefully you are getting along though?",consoling
hit:10506_conv:21013,utterance,speaker,Yeah totally. I've learned through the years to be almost completely self sufficient. I am happy for my sister but I wonder where I fit in the mix sometimes.,jealous
hit:10506_conv:21013,utterance,listener,I'm sure your parents are proud of your ability to take care of yourself.,confident
hit:10506_conv:21013,utterance,speaker,I certainly hear about it a lot! haha,agreeing
hit:9444_conv:18889,situation,none,My friend got to meet adam scott. He is one of my favorite actors.,jealous
hit:9444_conv:18889,utterance,speaker,My friend recently got to meet adam scott. He is one of my favorite actors.,jealous
hit:9444_conv:18889,utterance,listener,"Wow, I bet he was really surprised he got to meet him. What did he think of him in person?",questioning
hit:9444_conv:18889,utterance,speaker,Said he is the same as on the podcasts. Funny and smart,impressed
hit:9444_conv:18889,utterance,listener,That's great. It's good to see celebreties be the same in real life as they are on the internet or TV.,acknowledging
hit:9444_conv:18889,utterance,speaker,Said he is the same as on the podcasts. Funny and smart,impressed
hit:9398_conv:18796,situation,none,I felt bad seeing my ex wife kissing her new husband,jealous
hit:9398_conv:18796,utterance,speaker,We separated and she now  remarried,lonely
hit:9398_conv:18796,utterance,listener,were you shocked it happened so fast?,questioning
hit:9398_conv:18796,utterance,speaker,I was full of surprise,surprised
hit:9398_conv:18796,utterance,listener,best to block her in every way so you don't hear about her life,agreeing
hit:9398_conv:18796,utterance,speaker,Thanks For the advice,acknowledging
hit:12388_conv:24776,situation,none,My friend just got a new wrangler. i have wanted one for a long time,jealous
hit:12388_conv:24776,utterance,speaker,"My friend got a new wrangler, i want one so bad",jealous
hit:12388_conv:24776,utterance,listener,"Nice, what year?",questioning
hit:12388_conv:24776,utterance,speaker,2019 white hard top,confident
hit:12388_conv:24776,utterance,listener,"Dang, that must look great!",acknowledging
hit:2293_conv:4586,situation,none,MY friends ar such better cooks than me. I bring wine to all of the pot lucks.,jealous
